alert_id,customer_id,alert_type,severity,resolved
2446,977,Ransomware,Low,No
2447,978,Policy Violation,Low,No
2448,978,Ransomware,High,No
2449,978,Unauthorized Access,High,No
2450,979,Malware,Medium,Yes
2451,979,Policy Violation,High,No
2452,979,Policy Violation,High,No
2453,979,Unauthorized Access,Medium,Yes
2454,979,Policy Violation,High,Yes
2455,980,Ransomware,Medium,Yes
2456,980,Policy Violation,High,No
2457,980,Unauthorized Access,Low,Yes
2458,980,Unauthorized Access,Medium,Yes
2459,982,Policy Violation,Medium,No
2460,985,Malware,Medium,Yes
2461,986,Malware,High,No
2462,989,Policy Violation,Low,Yes
2463,989,Policy Violation,Low,No
2464,989,Policy Violation,Low,Yes
2465,990,Ransomware,Low,Yes
2466,990,Ransomware,High,No
2467,990,Malware,High,No
2468,990,Malware,High,Yes
2469,990,Unauthorized Access,Low,Yes
2470,991,Ransomware,Medium,Yes
2471,993,Ransomware,Medium,Yes
2472,993,Malware,High,Yes
2473,993,Ransomware,Low,No
2474,993,Ransomware,Low,No
2475,994,Malware,High,No
2476,995,Unauthorized Access,Medium,Yes
2477,995,Malware,High,No
2478,995,Unauthorized Access,Medium,Yes
2479,996,Unauthorized Access,Medium,Yes
2480,996,Malware,High,No
2481,996,Unauthorized Access,Medium,Yes
2482,996,Malware,High,Yes
2483,996,Unauthorized Access,High,Yes
2484,997,Malware,Medium,No
2485,997,Unauthorized Access,High,Yes
2486,997,Policy Violation,Low,Yes
2487,997,Ransomware,Medium,Yes
2488,998,Malware,Low,Yes
2489,999,Malware,Medium,Yes
2490,999,Malware,Medium,No
2491,1000,Ransomware,High,Yes
2492,1000,Policy Violation,High,Yes
2493,1000,Malware,Medium,Yes
2494,1000,Unauthorized Access,Low,No
2495,1000,Malware,Low,Yes
